Enemy,Segment,File,Offset,Value (Hex),Value (Type),Value,Notes
Soldier,Header,xa_ex_2010.mdls,61E8D,65 78 5F 32 30 31 30 2E 62 64,String,ex_2010.bd,Start of stats header
Soldier,Stat Page Pre Riku Ansem,xa_ex_2010.mdls,61E94,18 00 00 00,Int,24,HP
Soldier,Stat Page Pre Riku Ansem,xa_ex_2010.mdls,61EB0,03 00 00 00,Int,3,EXP
Soldier,Post Riku Ansem Stat Page,xa_ex_2010.mdls,61F00,78 00 00 00,Int,120,HP
Soldier,Post Riku Ansem Stat Page,xa_ex_2010.mdls,61F1C,5A 00 00 00,Int,90,EXP
Solider,Drop Table,xa_ex_2010.mdls,6220C,03 00 00 00,Int,3,Small Munny
Solider,Drop Table,xa_ex_2010.mdls,62210,01 00 00 00,Int,1,Medium Munny
Solider,Drop Table,xa_ex_2010.mdls,62214,00 00 00 00,Int,0,Large Munny
Solider,Drop Table,xa_ex_2010.mdls,62218,02 00 00 00,Int,2,Small HP
Solider,Drop Table,xa_ex_2010.mdls,6221C,00 00 00 00,Int,0,Large HP
Solider,Drop Table,xa_ex_2010.mdls,62220,00 00 00 00,Int,0,Small MP
Solider,Drop Table,xa_ex_2010.mdls,62224,00 00 00 00,Int,0,Large MP
Solider,Drop Table,xa_ex_2010.mdls,62228,0A D7 A3 3C,Float,0.02,Chance Drop 1
Solider,Drop Table,xa_ex_2010.mdls,6222C,01 00 00 00,Int,1,Drop 1
Solider,Drop Table,xa_ex_2010.mdls,62230,0A D7 23 3C,Float,0.01,Chance Drop 2
Solider,Drop Table,xa_ex_2010.mdls,62234,11 00 00 00,Int,17,Drop 2
Solider,Drop Table,xa_ex_2010.mdls,62238,8F C2 75 3D,Float,0.06,Chance Drop 3
Solider,Drop Table,xa_ex_2010.mdls,6223C,EC 00 00 00,Int,236,Drop 3
Powerwild,Header,xa_ex_2030.mdls,53D84,65 78 5F 32 30 33 30 2E 62 64,String,ex_2030.bd,Start of stats header
Powerwild,Stat Page Pre Riku Ansem,xa_ex_2030.mdls,53D94,1E 00 00 00,Int,30,HP
Powerwild,Stat Page Pre Riku Ansem,xa_ex_2030.mdls,53DB0,04 00 00 00,Int,4,EXP
Powerwild,Stat Page Post Riku Ansem,xa_ex_2030.mdls,53E00,78 00 00 00,Int,120,HP
Powerwild,Stat Page Post Riku Ansem,xa_ex_2030.mdls,53E1C,5A 00 00 00,Int,90,EXP
Powerwild,Drop Table,xa_ex_2030.mdls,5417C,04 00 00 00,Int,4,Small Munny
Powerwild,Drop Table,xa_ex_2030.mdls,54180,00 00 00 00,Int,0,Medium Munny
Powerwild,Drop Table,xa_ex_2030.mdls,54184,00 00 00 00,Int,0,Large Munny
Powerwild,Drop Table,xa_ex_2030.mdls,54188,03 00 00 00,Int,3,Small HP
Powerwild,Drop Table,xa_ex_2030.mdls,5418C,00 00 00 00,Int,0,Large HP
Powerwild,Drop Table,xa_ex_2030.mdls,54190,00 00 00 00,Int,0,Small MP
Powerwild,Drop Table,xa_ex_2030.mdls,54194,00 00 00 00,Int,0,Large MP
Powerwild,Drop Table,xa_ex_2030.mdls,54198,0A D7 A3 3C,Float,0.02,Chance Drop 1
Powerwild,Drop Table,xa_ex_2030.mdls,5419C,01 00 00 00,Int,1,Drop 1
Powerwild,Drop Table,xa_ex_2030.mdls,541A0,0A D7 A3 3B,Float,0.005,Chance Drop 2
Powerwild,Drop Table,xa_ex_2030.mdls,541A4,12 00 00 00,Int,18,Drop 2
Powerwild,Drop Table,xa_ex_2030.mdls,541A8,0A D7 23 3D,Float,0.04,Chance Drop 3
Powerwild,Drop Table,xa_ex_2030.mdls,541AC,EE 00 00 00,Int,238,Drop 3
Powerwild,Drop Table (Slip on banana peel),xa_ex_2030.mdls,541B0,14 00 00 00,Int,20,Small Munny
Powerwild,Drop Table (Slip on banana peel),xa_ex_2030.mdls,541B4,05 00 00 00,Int,5,Medium Munny
Powerwild,Drop Table (Slip on banana peel),xa_ex_2030.mdls,541B8,00 00 00 00,Int,0,Large Munny
Powerwild,Drop Table (Slip on banana peel),xa_ex_2030.mdls,541BC,03 00 00 00,Int,3,Small HP
Powerwild,Drop Table (Slip on banana peel),xa_ex_2030.mdls,541C0,00 00 00 00,Int,0,Large HP
Powerwild,Drop Table (Slip on banana peel),xa_ex_2030.mdls,541C4,00 00 00 00,Int,0,Small MP
Powerwild,Drop Table (Slip on banana peel),xa_ex_2030.mdls,541C8,00 00 00 00,Int,0,Large MP
Powerwild,Drop Table (Slip on banana peel),xa_ex_2030.mdls,541CC,CD CC 4C 3E,Float,0.2,Chance Drop 1
Powerwild,Drop Table (Slip on banana peel),xa_ex_2030.mdls,541D0,03 00 00 00,Int,3,Drop 1
Powerwild,Drop Table (Slip on banana peel),xa_ex_2030.mdls,541D4,0A D7 23 3D,Float,0.04,Chance Drop 2
Powerwild,Drop Table (Slip on banana peel),xa_ex_2030.mdls,541D8,07 00 00 00,Int,7,Drop 2
Powerwild,Drop Table (Slip on banana peel),xa_ex_2030.mdls,541DC,0A D7 23 3D,Float,0.04,Chance Drop 3
Powerwild,Drop Table (Slip on banana peel),xa_ex_2030.mdls,541E0,EE 00 00 00,Int,238,Drop 3
Bouncywild,Header,xa_ex_2040.mdls,67F04,65 78 5F 32 30 34 30 2E 62 64,String,ex_2040.bd,Start of stats header
Bouncywild,Stat Page Pre Riku Ansem,xa_ex_2040.mdls,67F14,12 00 00 00,Int,18,HP
Bouncywild,Stat Page Pre Riku Ansem,xa_ex_2040.mdls,67F30,02 00 00 00,Int,2,EXP
Bouncywild,Stat Page Post Riku Ansem,xa_ex_2040.mdls,67F80,5A 00 00 00,Int,90,HP
Bouncywild,Stat Page Post Riku Ansem,xa_ex_2040.mdls,67F9C,3C 00 00 00,Int,60,EXP
Bouncywild,Drop Table,xa_ex_2040.mdls,6813C,0F 00 00 00,Int,15,Small Munny
Bouncywild,Drop Table,xa_ex_2040.mdls,68140,02 00 00 00,Int,2,Medium Munny
Bouncywild,Drop Table,xa_ex_2040.mdls,68144,00 00 00 00,Int,0,Large Munny
Bouncywild,Drop Table,xa_ex_2040.mdls,68148,03 00 00 00,Int,3,Small HP
Bouncywild,Drop Table,xa_ex_2040.mdls,6814C,00 00 00 00,Int,0,Large HP
Bouncywild,Drop Table,xa_ex_2040.mdls,68150,01 00 00 00,Int,1,Small MP
Bouncywild,Drop Table,xa_ex_2040.mdls,68154,00 00 00 00,Int,0,Large MP
Bouncywild,Drop Table,xa_ex_2040.mdls,68158,0A D7 A3 3C,Float,0.02,Chance Drop 1
Bouncywild,Drop Table,xa_ex_2040.mdls,6815C,02 00 00 00,Int,2,Drop 1
Bouncywild,Drop Table,xa_ex_2040.mdls,68160,0A D7 23 3C,Float,0.01,Chance Drop 2
Bouncywild,Drop Table,xa_ex_2040.mdls,68164,12 00 00 00,Int,18,Drop 2
Bouncywild,Drop Table,xa_ex_2040.mdls,68168,0A D7 A3 3D,Float,0.08,Chance Drop 3
Bouncywild,Drop Table,xa_ex_2040.mdls,6816C,EE 00 00 00,Int,238,Drop 3
Bouncywild,Drop Table (Slip on banana peel),xa_ex_2040.mdls,68170,14 00 00 00,Int,20,Small Munny
Bouncywild,Drop Table (Slip on banana peel),xa_ex_2040.mdls,68174,05 00 00 00,Int,5,Medium Munny
Bouncywild,Drop Table (Slip on banana peel),xa_ex_2040.mdls,68178,00 00 00 00,Int,0,Large Munny
Bouncywild,Drop Table (Slip on banana peel),xa_ex_2040.mdls,6817C,00 00 00 00,Int,0,Small HP
Bouncywild,Drop Table (Slip on banana peel),xa_ex_2040.mdls,68180,00 00 00 00,Int,0,Large HP
Bouncywild,Drop Table (Slip on banana peel),xa_ex_2040.mdls,68184,00 00 00 00,Int,0,Small MP
Bouncywild,Drop Table (Slip on banana peel),xa_ex_2040.mdls,68188,00 00 00 00,Int,0,Large MP
Bouncywild,Drop Table (Slip on banana peel),xa_ex_2040.mdls,6818C,CD CC 4C 3E,Float,0.2,Chance Drop 1
Bouncywild,Drop Table (Slip on banana peel),xa_ex_2040.mdls,68190,03 00 00 00,Int,3,Drop 1
Bouncywild,Drop Table (Slip on banana peel),xa_ex_2040.mdls,68194,0A D7 23 3D,Float,0.04,Chance Drop 2
Bouncywild,Drop Table (Slip on banana peel),xa_ex_2040.mdls,68198,07 00 00 00,Int,7,Drop 2
Bouncywild,Drop Table (Slip on banana peel),xa_ex_2040.mdls,6819C,0A D7 A3 3D,Float,0.08,Chance Drop 3
Bouncywild,Drop Table (Slip on banana peel),xa_ex_2040.mdls,681A0,EE 00 00 00,Int,238,Drop 3
Large Body,Header,xa_ex_2050.mdls,9B004,65 78 5F 32 30 34 30 2E 62 64,String,ex_2050.bd,Start of stats header
Large Body,Stat Page Pre Riku Ansem,xa_ex_2050.mdls,9B014,A0 00 00 00,Int,120,HP
Large Body,Stat Page Pre Riku Ansem,xa_ex_2050.mdls,9B030,07 00 00 00,Int,7,EXP
Large Body,Stat Page Post Riku Ansem,xa_ex_2050.mdls,9B080,2C 01 00 00,Int,300,HP
Large Body,Stat Page Post Riku Ansem,xa_ex_2050.mdls,9B09C,B4 00 00 00,Int,180,EXP
Large Body,Drop Table,xa_ex_2050.mdls,9B3FC,0F 00 00 00,Int,15,Small Munny
Large Body,Drop Table,xa_ex_2050.mdls,9B400,00 00 00 00,Int,0,Medium Munny
Large Body,Drop Table,xa_ex_2050.mdls,9B404,01 00 00 00,Int,1,Large Munny
Large Body,Drop Table,xa_ex_2050.mdls,9B408,08 00 00 00,Int,8,Small HP
Large Body,Drop Table,xa_ex_2050.mdls,9B40C,00 00 00 00,Int,0,Large HP
Large Body,Drop Table,xa_ex_2050.mdls,9B410,00 00 00 00,Int,0,Small MP
Large Body,Drop Table,xa_ex_2050.mdls,9B414,00 00 00 00,Int,0,Large MP
Large Body,Drop Table,xa_ex_2050.mdls,9B418,0A D7 23 3D,Float,0.04,Chance Drop 1
Large Body,Drop Table,xa_ex_2050.mdls,9B41C,02 00 00 00,Int,2,Drop 1
Large Body,Drop Table,xa_ex_2050.mdls,9B420,0A D7 23 3C,Float,0.01,Chance Drop 2
Large Body,Drop Table,xa_ex_2050.mdls,8B424,12 00 00 00,Int,12,Drop 2
Large Body,Drop Table,xa_ex_2050.mdls,9B428,CD CC CC 3D,Float,0.1,Chance Drop 3
Large Body,Drop Table,xa_ex_2050.mdls,9B42C,EC 00 00 00,Int,236,Drop 3
Fat Bandit,Header,xa_ex_2060.mdls,8C784,65 78 5F 32 30 36 30 2E 62 64,String,ex_2060.bd,Start of stats header
Fat Bandit,Stat Page Pre Riku Ansem,xa_ex_2060.mdls,8C794,F0 00 00 00,Int,240,HP
Fat Bandit,Stat Page Pre Riku Ansem,xa_ex_2060.mdls,8C7B0,14 00 00 00,Int,20,EXP
Fat Bandit,Stat Page Post Riku Ansem,xa_ex_2060.mdls,8C800,2C 01 00 00,Int,300,HP
Fat Bandit,Stat Page Post Riku Ansem,xa_ex_2060.mdls,8C81C,B4 00 00 00,Int,180,EXP
Fat Bandit,Drop Table,xa_ex_2060.mdls,8CB7C,01 00 00 00,Int,1,Small Munny
Fat Bandit,Drop Table,xa_ex_2060.mdls,8CB80,02 00 00 00,Int,2,Medium Munny
Fat Bandit,Drop Table,xa_ex_2060.mdls,8CB84,00 00 00 00,Int,0,Large Munny
Fat Bandit,Drop Table,xa_ex_2060.mdls,8CB88,0A 00 00 00,Int,10,Small HP
Fat Bandit,Drop Table,xa_ex_2060.mdls,8CB8C,01 00 00 00,Int,1,Large HP
Fat Bandit,Drop Table,xa_ex_2060.mdls,8CB90,00 00 00 00,Int,0,Small MP
Fat Bandit,Drop Table,xa_ex_2060.mdls,8CB94,00 00 00 00,Int,0,Large MP
Fat Bandit,Drop Table,xa_ex_2060.mdls,8CB98,0A D7 23 3D,Float,0.04,Chance Drop 1
Fat Bandit,Drop Table,xa_ex_2060.mdls,8CB9C,02 00 00 00,Int,2,Drop 1
Fat Bandit,Drop Table,xa_ex_2060.mdls,8CBA0,0A D7 23 3C,Float,0.01,Chance Drop 2
Fat Bandit,Drop Table,xa_ex_2060.mdls,8CBA4,16 00 00 00,Int,16,Drop 2
Fat Bandit,Drop Table,xa_ex_2060.mdls,8CBA8,0A D7 A3 3D,Float,0.08,Chance Drop 3
Fat Bandit,Drop Table,xa_ex_2060.mdls,8CBAC,F2 00 00 00,Int,242,Drop 3
Fat Bandit,Drop Table (Hit belly while inhaling),xa_ex_2060.mdls,8CBB0,02 00 00 00,Int,2,Small Munny
Fat Bandit,Drop Table (Hit belly while inhaling),xa_ex_2060.mdls,8CBB4,04 00 00 00,Int,4,Medium Munny
Fat Bandit,Drop Table (Hit belly while inhaling),xa_ex_2060.mdls,8CBB8,00 00 00 00,Int,0,Large Munny
Fat Bandit,Drop Table (Hit belly while inhaling),xa_ex_2060.mdls,8CBBC,0F 00 00 00,Int,15,Small HP
Fat Bandit,Drop Table (Hit belly while inhaling),xa_ex_2060.mdls,8CBC0,01 00 00 00,Int,1,Large HP
Fat Bandit,Drop Table (Hit belly while inhaling),xa_ex_2060.mdls,8CBC4,00 00 00 00,Int,0,Small MP
Fat Bandit,Drop Table (Hit belly while inhaling),xa_ex_2060.mdls,8CBC8,00 00 00 00,Int,0,Large MP
Fat Bandit,Drop Table (Hit belly while inhaling),xa_ex_2060.mdls,8CBCC,0A D7 23 3D,Float,0.04,Chance Drop 1
Fat Bandit,Drop Table (Hit belly while inhaling),xa_ex_2060.mdls,8CBD0,04 00 00 00,Int,4,Drop 1
Fat Bandit,Drop Table (Hit belly while inhaling),xa_ex_2060.mdls,8CBD4,0A D7 A3 3C,Float,0.02,Chance Drop 2
Fat Bandit,Drop Table (Hit belly while inhaling),xa_ex_2060.mdls,8CBD8,16 00 00 00,Int,16,Drop 2
Fat Bandit,Drop Table (Hit belly while inhaling),xa_ex_2060.mdls,8CBDC,0A D7 A3 3D,Float,0.08,Chance Drop 3
Fat Bandit,Drop Table (Hit belly while inhaling),xa_ex_2060.mdls,8CBE0,F2 00 00 00,Int,242,Drop 3
Fat Bandit,Drop Table (Gravity while inhaling),xa_ex_2060.mdls,8CBE4,00 00 00 00,Int,0,Small Munny
Fat Bandit,Drop Table (Gravity while inhaling),xa_ex_2060.mdls,8CBE8,00 00 00 00,Int,0,Medium Munny
Fat Bandit,Drop Table (Gravity while inhaling),xa_ex_2060.mdls,8CBEC,00 00 00 00,Int,0,Large Munny
Fat Bandit,Drop Table (Gravity while inhaling),xa_ex_2060.mdls,8CBF0,0A 00 00 00,Int,10,Small HP
Fat Bandit,Drop Table (Gravity while inhaling),xa_ex_2060.mdls,8CBF4,00 00 00 00,Int,0,Large HP
Fat Bandit,Drop Table (Gravity while inhaling),xa_ex_2060.mdls,8CBF8,00 00 00 00,Int,0,Small MP
Fat Bandit,Drop Table (Gravity while inhaling),xa_ex_2060.mdls,8CBFC,00 00 00 00,Int,0,Large MP
Fat Bandit,Drop Table (Gravity while inhaling),xa_ex_2060.mdls,8CC00,00 00 00 00,Float,0,Chance Drop 1
Fat Bandit,Drop Table (Gravity while inhaling),xa_ex_2060.mdls,8CC04,00 00 00 00,Int,0,Drop 1
Fat Bandit,Drop Table (Gravity while inhaling),xa_ex_2060.mdls,8CC08,00 00 00 00,Float,0,Chance Drop 2
Fat Bandit,Drop Table (Gravity while inhaling),xa_ex_2060.mdls,8CC0C,00 00 00 00,Int,0,Drop 2
Fat Bandit,Drop Table (Gravity while inhaling),xa_ex_2060.mdls,8CC10,00 00 00 00,Float,0,Chance Drop 3
Fat Bandit,Drop Table (Gravity while inhaling),xa_ex_2060.mdls,8CC14,00 00 00 00,Int,0,Drop 3
Sea Neon,Header,xa_ex_2070.mdls,50A04,65 78 5F 32 30 37 30 2E 62 64,String,ex_2070.bd,Start of stats header
Sea Neon,Stat Page Pre Riku Ansem,xa_ex_2070.mdls,50A14,1E 00 00 00,Int,30,HP
Sea Neon,Stat Page Pre Riku Ansem,xa_ex_2070.mdls,50A30,08 00 00 00,Int,8,EXP
Sea Neon,Stat Page Post Riku Ansem,xa_ex_2070.mdls,50A80,3C 00 00 00,Int,60,HP
Sea Neon,Stat Page Post Riku Ansem,xa_ex_2070.mdls,50A9C,3C 00 00 00,Int,60,EXP
Sea Neon,Drop Table,xa_ex_2070.mdls,50C3C,00 00 00 00,Int,0,Small Munny
Sea Neon,Drop Table,xa_ex_2070.mdls,50C40,01 00 00 00,Int,1,Medium Munny
Sea Neon,Drop Table,xa_ex_2070.mdls,50C44,00 00 00 00,Int,0,Large Munny
Sea Neon,Drop Table,xa_ex_2070.mdls,50C48,00 00 00 00,Int,0,Small HP
Sea Neon,Drop Table,xa_ex_2070.mdls,50C4C,00 00 00 00,Int,0,Large HP
Sea Neon,Drop Table,xa_ex_2070.mdls,50C50,01 00 00 00,Int,1,Small MP
Sea Neon,Drop Table,xa_ex_2070.mdls,50C54,02 00 00 00,Int,2,Large MP
Sea Neon,Drop Table,xa_ex_2070.mdls,50C58,0A D7 A3 3B,Float,0.005,Chance Drop 1
Sea Neon,Drop Table,xa_ex_2070.mdls,50C5C,03 00 00 00,Int,3,Drop 1
Sea Neon,Drop Table,xa_ex_2070.mdls,50C60,6F 12 83 3A,Float,0.001,Chance Drop 2
Sea Neon,Drop Table,xa_ex_2070.mdls,50C64,19 00 00 00,Int,19,Drop 2
Sea Neon,Drop Table,xa_ex_2070.mdls,50C68,0A D7 A3 3C,Float,0.02,Chance Drop 3
Sea Neon,Drop Table,xa_ex_2070.mdls,50C6C,F4 00 00 00,Int,244,Drop 3
Sheltering Zone,Header,xa_ex_2080.mdls,5C784,65 78 5F 32 30 38 30 2E 62 64,String,ex_2080.bd,Start of stats header
Sheltering Zone,Stat Page Pre Riku Ansem,xa_ex_2080.mdls,5C794,5A 00 00 00,Int,90,HP
Sheltering Zone,Stat Page Pre Riku Ansem,xa_ex_2080.mdls,5C7B0,14 00 00 00,Int,20,EXP
Sheltering Zone,Stat Page Post Riku Ansem,xa_ex_2080.mdls,5C800,F0 00 00 00,Int,240,HP
Sheltering Zone,Stat Page Post Riku Ansem,xa_ex_2080.mdls,5C81C,96 00 00 00,Int,150,EXP
Sheltering Zone,Drop Table,xa_ex_2080.mdls,5CA9C,02 00 00 00,Int,2,Small Munny
Sheltering Zone,Drop Table,xa_ex_2080.mdls,5CAA0,03 00 00 00,Int,3,Medium Munny
Sheltering Zone,Drop Table,xa_ex_2080.mdls,5CAA4,01 00 00 00,Int,1,Large Munny
Sheltering Zone,Drop Table,xa_ex_2080.mdls,5CAA8,00 00 00 00,Int,0,Small HP
Sheltering Zone,Drop Table,xa_ex_2080.mdls,5CAAC,00 00 00 00,Int,0,Large HP
Sheltering Zone,Drop Table,xa_ex_2080.mdls,5CAB0,05 00 00 00,Int,5,Small MP
Sheltering Zone,Drop Table,xa_ex_2080.mdls,5CAB4,05 00 00 00,Int,5,Large MP
Sheltering Zone,Drop Table,xa_ex_2080.mdls,5CAB8,0A D7 23 3D,Float,0.004,Chance Drop 1
Sheltering Zone,Drop Table,xa_ex_2080.mdls,5CABC,03 00 00 00,Int,3,Drop 1
Sheltering Zone,Drop Table,xa_ex_2080.mdls,5CAC0,0A D7 23 3C,Float,0.01,Chance Drop 2
Sheltering Zone,Drop Table,xa_ex_2080.mdls,5CAC4,19 00 00 00,Int,19,Drop 2
Sheltering Zone,Drop Table,xa_ex_2080.mdls,5CAC8,0A D7 A3 3D,Float,0.08,Chance Drop 3
Sheltering Zone,Drop Table,xa_ex_2080.mdls,5CACC,F4 00 00 00,Int,244,Drop 3
Bandit,Header,xa_ex_2090.mdls,80084,65 78 5F 32 30 39 30 2E 62 64,String,ex_2090.bd,Start of stats header
Bandit,Stat Page Pre Riku Ansem,xa_ex_2090.mdls,80094,27 00 00 00,Int,39,HP
Bandit,Stat Page Pre Riku Ansem,xa_ex_2090.mdls,800B0,07 00 00 00,Int,7,EXP
Bandit,Stat Page Post Riku Ansem,xa_ex_2090.mdls,80100,78 00 00 00,Int,120,HP
Bandit,Stat Page Post Riku Ansem,xa_ex_2090.mdls,8011C,5A 00 00 00,Int,90,EXP
Bandit,Drop Table,xa_ex_2090.mdls,804EC,01 00 00 00,Int,1,Small Munny
Bandit,Drop Table,xa_ex_2090.mdls,804F0,01 00 00 00,Int,1,Medium Munny
Bandit,Drop Table,xa_ex_2090.mdls,804F4,00 00 00 00,Int,0,Large Munny
Bandit,Drop Table,xa_ex_2090.mdls,804F8,04 00 00 00,Int,4,Small HP
Bandit,Drop Table,xa_ex_2090.mdls,804FC,00 00 00 00,Int,0,Large HP
Bandit,Drop Table,xa_ex_2090.mdls,80500,00 00 00 00,Int,0,Small MP
Bandit,Drop Table,xa_ex_2090.mdls,80504,00 00 00 00,Int,0,Large MP
Bandit,Drop Table,xa_ex_2090.mdls,80508,0A D7 A3 3C,Float,0.02,Chance Drop 1
Bandit,Drop Table,xa_ex_2090.mdls,8050C,01 00 00 00,Int,1,Drop 1
Bandit,Drop Table,xa_ex_2090.mdls,80510,0A D7 A3 3B,Float,0.005,Chance Drop 2
Bandit,Drop Table,xa_ex_2090.mdls,80514,12 00 00 00,Int,12,Drop 2
Bandit,Drop Table,xa_ex_2090.mdls,80518,0A D7 23 3D,Float,0.04,Chance Drop 3
Bandit,Drop Table,xa_ex_2090.mdls,8051C,F2 00 00 00,Int,242,Drop 3
Pirate,Header,xa_ex_2100.mdls,79784,65 78 5F 32 30 39 30 2E 62 64,String,ex_2100.bd,Start of stats header
Pirate,Stat Page Pre Riku Ansem,xa_ex_2100.mdls,79794,69 00 00 00,Int,105,HP
Pirate,Stat Page Pre Riku Ansem,xa_ex_2100.mdls,797B0,1C 00 00 00,Int,28,EXP
Pirate,Stat Page Post Riku Ansem,xa_ex_2100.mdls,79800,78 00 00 00,Int,120,HP
Pirate,Stat Page Post Riku Ansem,xa_ex_2100.mdls,7981C,5A 00 00 00,Int,90,EXP
Pirate,Drop Table,xa_ex_2100.mdls,79CCC,06 00 00 00,Int,6,Small Munny
Pirate,Drop Table,xa_ex_2100.mdls,79CD0,00 00 00 00,Int,0,Medium Munny
Pirate,Drop Table,xa_ex_2100.mdls,79CD4,00 00 00 00,Int,0,Large Munny
Pirate,Drop Table,xa_ex_2100.mdls,79CD8,04 00 00 00,Int,4,Small HP
Pirate,Drop Table,xa_ex_2100.mdls,79CDC,00 00 00 00,Int,0,Large HP
Pirate,Drop Table,xa_ex_2100.mdls,79CE0,00 00 00 00,Int,0,Small MP
Pirate,Drop Table,xa_ex_2100.mdls,79CE4,00 00 00 00,Int,0,Large MP
Pirate,Drop Table,xa_ex_2100.mdls,79CE8,0A D7 A3 3C,Float,0.02,Chance Drop 1
Pirate,Drop Table,xa_ex_2100.mdls,79CEC,02 00 00 00,Int,2,Drop 1
Pirate,Drop Table,xa_ex_2100.mdls,79CF0,0A D7 23 3C,Float,0.01,Chance Drop 2
Pirate,Drop Table,xa_ex_2100.mdls,79CF4,06 00 00 00,Int,6,Drop 2
Pirate,Drop Table,xa_ex_2100.mdls,79CF8,0A D7 23 3D,Float,0.04,Chance Drop 3
Pirate,Drop Table,xa_ex_2100.mdls,79CFC,EF 00 00 00,Int,239,Drop 3
Red Nocturne,Header,xa_ex_2110.mdls,5B804,65 78 5F 32 31 31 30 2E 62 64,String,ex_2110.bd,Start of stats header
Red Nocturne,Stat Page Pre Riku Ansem,xa_ex_2110.mdls,5B814,18 00 00 00,Int,24,HP
Red Nocturne,Stat Page Pre Riku Ansem,xa_ex_2110.mdls,5B830,01 00 00 00,Int,1,EXP
Red Nocturne,Stat Page Post Riku Ansem,xa_ex_2110.mdls,5B880,3C 00 00 00,Int,60,HP
Red Nocturne,Stat Page Post Riku Ansem,xa_ex_2110.mdls,5B89C,3C 00 00 00,Int,60,EXP
Red Nocturne,Drop Table,xa_ex_2110.mdls,5BAAC,01 00 00 00,Int,1,Small Munny
Red Nocturne,Drop Table,xa_ex_2110.mdls,5BAB0,00 00 00 00,Int,0,Medium Munny
Red Nocturne,Drop Table,xa_ex_2110.mdls,5BAB4,00 00 00 00,Int,0,Large Munny
Red Nocturne,Drop Table,xa_ex_2110.mdls,5BAB8,00 00 00 00,Int,0,Small HP
Red Nocturne,Drop Table,xa_ex_2110.mdls,5BABC,00 00 00 00,Int,0,Large HP
Red Nocturne,Drop Table,xa_ex_2110.mdls,5BAC0,04 00 00 00,Int,4,Small MP
Red Nocturne,Drop Table,xa_ex_2110.mdls,5BAC4,00 00 00 00,Int,0,Large MP
Red Nocturne,Drop Table,xa_ex_2110.mdls,5BAC8,0A D7 23 3C,Float,0.01,Chance Drop 1
Red Nocturne,Drop Table,xa_ex_2110.mdls,5BACC,03 00 00 00,Int,3,Drop 1
Red Nocturne,Drop Table,xa_ex_2110.mdls,5BAD0,0A D7 A3 3B,Float,0.005,Chance Drop 2
Red Nocturne,Drop Table,xa_ex_2110.mdls,5BAD4,15 00 00 00,Int,15,Drop 2
Red Nocturne,Drop Table,xa_ex_2110.mdls,5BAD8,8F C2 75 3D,Float,0.06,Chance Drop 3
Red Nocturne,Drop Table,xa_ex_2110.mdls,5BADC,F1 00 00 00,Int,241,Drop 3
Blue Rhapsody,Header,xa_ex_2120.mdls,50604,65 78 5F 32 31 32 30 2E 62 64,String,ex_2120.bd,Start of stats header
Blue Rhapsody,Stat Page Pre Riku Ansem,xa_ex_2120.mdls,50614,18 00 00 00,Int,24,HP
Blue Rhapsody,Stat Page Pre Riku Ansem,xa_ex_2120.mdls,50630,01 00 00 00,Int,1,EXP
Blue Rhapsody,Stat Page Post Riku Ansem,xa_ex_2120.mdls,50680,3C 00 00 00,Int,60,HP
Blue Rhapsody,Stat Page Post Riku Ansem,xa_ex_2120.mdls,5069C,3C 00 00 00,Int,60,EXP
Blue Rhapsody,Drop Table,xa_ex_2120.mdls,5083C,00 00 00 00,Int,0,Small Munny
Blue Rhapsody,Drop Table,xa_ex_2120.mdls,50840,00 00 00 00,Int,0,Medium Munny
Blue Rhapsody,Drop Table,xa_ex_2120.mdls,50844,00 00 00 00,Int,0,Large Munny
Blue Rhapsody,Drop Table,xa_ex_2120.mdls,50848,01 00 00 00,Int,1,Small HP
Blue Rhapsody,Drop Table,xa_ex_2120.mdls,5084C,00 00 00 00,Int,0,Large HP
Blue Rhapsody,Drop Table,xa_ex_2120.mdls,50850,05 00 00 00,Int,5,Small MP
Blue Rhapsody,Drop Table,xa_ex_2120.mdls,50854,00 00 00 00,Int,0,Large MP
Blue Rhapsody,Drop Table,xa_ex_2120.mdls,50858,0A D7 23 3C,Float,0.01,Chance Drop 1
Blue Rhapsody,Drop Table,xa_ex_2120.mdls,5085C,03 00 00 00,Int,3,Drop 1
Blue Rhapsody,Drop Table,xa_ex_2120.mdls,50860,0A D7 A3 3B,Float,0.005,Chance Drop 2
Blue Rhapsody,Drop Table,xa_ex_2120.mdls,50864,18 00 00 00,Int,18,Drop 2
Blue Rhapsody,Drop Table,xa_ex_2120.mdls,50868,8F C2 F5 3D,Float,0.12,Chance Drop 3
Blue Rhapsody,Drop Table,xa_ex_2120.mdls,5086C,F3 00 00 00,Int,243,Drop 3
Yellow Opera,Header,xa_ex_2130.mdls,58E0D,65 78 5F 32 31 33 30 2E 62 64,String,ex_2130.bd,Start of stats header
Yellow Opera,Stat Page Pre Riku Ansem,xa_ex_2130.mdls,58E14,18 00 00 00,Int,24,HP
Yellow Opera,Stat Page Pre Riku Ansem,xa_ex_2130.mdls,58E30,03 00 00 00,Int,3,EXP
Yellow Opera,Stat Page Post Riku Ansem,xa_ex_2130.mdls,58E80,3C 00 00 00,Int,60,HP
Yellow Opera,Stat Page Post Riku Ansem,xa_ex_2130.mdls,58E9C,3C 00 00 00,Int,60,EXP
